pedido_id,fecha_pedido,mes_num,dia_semana_num,hora_decimal,es_fin_semana,tipo_pedido,cantidad_items,zona_entrega,carga_trabajo,tiempo_prometido_min,tiempo_total_min,entrega_tarde,dia_semana,mes,hora_pedido
75cbe684-8f8a-42f4-afc5-8a289eabb7d1,2023-11-08,11,3,3.40,0,Domicilio,9,CENTRO,0,50,35.00,0,Wednesday,November,03:24
38b1fa8b-de7a-4fa5-941f-abcb665bf7cc,2023-11-09,11,4,2.50,0,Mostrador,13,LOCAL,0,30,20.00,0,Thursday,November,02:30
866276c1-3963-420d-8d4b-1577d0b111e3,2023-11-09,11,4,18.57,0,Recoger en tienda,13,LOCAL,0,30,21.00,0,Thursday,November,18:34
0e8ebbb6-c292-4e3b-9afa-88b24b2dd994,2023-11-11,11,6,3.63,1,Domicilio,15,ROJO GOMEZ,0,50,70.00,1,Saturday,November,03:38
0de43084-5a12-42da-a734-48702c2ab76e,2023-11-12,11,7,2.57,1,Recoger,14,LOCAL,0,30,57.00,1,Sunday,November,02:34
688b34da-8e28-4688-8cf8-105aba5b2ba4,2023-11-13,11,1,4.52,0,Recoger en tienda,13,LOCAL,0,30,20.00,0,Monday,November,04:31
6fb95a3e-ec69-4959-943b-528245af1b02,2023-11-14,11,2,1.00,0,Recoger,7,LOCAL,0,30,22.00,0,Tuesday,November,01:00
0134b424-e128-485b-9f93-57cd42abba8f,2023-11-15,11,3,0.35,0,Recoger en tienda,7,LOCAL,0,30,21.00,0,Wednesday,November,00:21
fc3cb147-4c40-48e3-97c1-7b2d2870aa8b,2023-11-16,11,4,1.25,0,Domicilio,11,CENTRO,0,50,68.00,1,Thursday,November,01:15
1ea94984-66f2-4143-8075-a6c774f457e9,2023-11-17,11,5,4.47,0,Mostrador,7,LOCAL,0,30,50.00,1,Friday,November,04:28
9e5d6601-2757-4cfd-8a83-1747c4613e1b,2023-11-18,11,6,1.92,1,Recoger en tienda,11,LOCAL,0,30,57.00,1,Saturday,November,01:55
1f5bdde4-7477-41c6-9d03-73bd2e98c062,2023-11-19,11,7,0.00,1,Domicilio,15,COLALAMBRE,0,50,37.00,0,Sunday,November,00:00
10f18c40-c037-43f7-8c93-6417d8395391,2023-11-20,11,1,3.00,0,Recoger,11,LOCAL,0,30,20.00,0,Monday,November,03:00
a1c73b31-3410-474d-9ec8-c0ad43052be4,2023-11-21,11,2,3.92,0,Domicilio,9,TRES CRUCES,0,50,35.00,0,Tuesday,November,03:55
fcfaa9f9-6e2b-49a3-91b2-cdac0e6338eb,2023-11-21,11,2,19.75,0,Domicilio,11,LA LOMITA,0,50,45.00,0,Tuesday,November,19:45
6f5b2eb9-25a7-4a49-892d-633562135c3d,2023-11-22,11,3,21.55,0,Domicilio,14,CENTRO,0,50,40.00,0,Wednesday,November,21:33
2382f591-bc9f-46a3-86e8-c65cdc3c9710,2023-11-23,11,4,21.15,0,Domicilio,11,ROJO GOMEZ,0,50,45.00,0,Thursday,November,21:09
82811b49-7669-41f9-8081-51dfc1de0415,2023-11-24,11,5,19.08,0,Domicilio,17,LA LOMITA,0,50,42.00,0,Friday,November,19:05
47dade8f-078d-4792-a8f7-09255617c487,2023-11-26,11,7,0.90,1,Recoger en tienda,19,LOCAL,0,30,20.00,0,Sunday,November,00:54
bb45a295-8db8-4c60-868e-d71bccce0d3f,2023-11-27,11,1,1.35,0,Domicilio,16,TRES CRUCES,0,50,35.00,0,Monday,November,01:21
f392f30c-2c11-458c-bdb4-703c0055fd4b,2023-11-28,11,2,2.88,0,Domicilio,6,CENTRO,0,50,40.00,0,Tuesday,November,02:53
a8b867a3-286f-4589-99af-7b7bdc2a9107,2023-11-29,11,3,1.03,0,Mostrador,11,LOCAL,0,30,51.00,1,Wednesday,November,01:02
d2d3f679-5524-4daa-a32e-f19b6e4f3874,2023-11-30,11,4,1.65,0,Mostrador,9,LOCAL,0,30,25.00,0,Thursday,November,01:39
de05840f-e0b4-4fca-bc8c-df1b5ebeb693,2023-12-01,12,5,3.12,0,Domicilio,10,TRES CRUCES,0,50,41.00,0,Friday,December,03:07
a8cc89c5-d191-45d3-a2ca-bd01d968a8c3,2023-12-02,12,6,3.63,1,Recoger en tienda,19,LOCAL,0,30,56.00,1,Saturday,December,03:38
ea622b77-7906-44c1-9112-616e751cb3ae,2023-12-03,12,7,0.87,1,Recoger,16,LOCAL,0,30,20.00,0,Sunday,December,00:52
36905655-6124-452e-a0e3-ef6545474fbe,2023-12-03,12,7,18.52,1,Recoger,21,LOCAL,0,30,54.00,1,Sunday,December,18:31
252645bf-efe1-439a-841d-9a2843a880ad,2023-12-04,12,1,20.22,0,Recoger,11,LOCAL,0,30,20.00,0,Monday,December,20:13
5db0fd23-b934-4bcd-b50c-faea54920141,2023-12-06,12,3,4.05,0,Recoger,11,LOCAL,0,30,43.00,1,Wednesday,December,04:03
d2ae0238-e235-4978-90fc-4c1d60b7b12c,2023-12-07,12,4,2.92,0,Mostrador,12,LOCAL,0,30,35.00,1,Thursday,December,02:55
914d55fc-1460-4e41-9e8f-0c00f120f76e,2023-12-08,12,5,3.28,0,Recoger,16,LOCAL,0,30,41.00,1,Friday,December,03:17
b3d2a64c-6543-40c2-9da2-8edb9456a044,2023-12-09,12,6,4.23,1,Domicilio,14,LA LOMITA,0,50,78.00,1,Saturday,December,04:14
5e18bffd-0f71-4063-b666-f7161c5bb50b,2023-12-09,12,6,19.77,1,Domicilio,20,LA LOMITA,0,50,67.00,1,Saturday,December,19:46
567007f9-9e03-4f68-b91c-0ffa30087f2b,2023-12-11,12,1,0.63,0,Domicilio,15,ROJO GOMEZ,0,50,41.00,0,Monday,December,00:38
dcedc344-b60c-47cf-b83a-fe6a6ef89faa,2023-12-11,12,1,18.27,0,Recoger en tienda,10,LOCAL,0,30,49.00,1,Monday,December,18:16
cbc595e6-60b1-4bdc-9e2b-9b42a828883a,2023-12-13,12,3,4.55,0,Recoger,13,LOCAL,0,30,55.00,1,Wednesday,December,04:33
4f175342-6800-4e54-ab81-1130f16cbb53,2023-12-13,12,3,20.20,0,Recoger,17,LOCAL,0,30,51.00,1,Wednesday,December,20:12
a95d011e-24a3-4dae-a6fc-130e44a62944,2023-12-14,12,4,19.43,0,Recoger en tienda,15,LOCAL,0,30,49.00,1,Thursday,December,19:26
6ea893e9-28f5-4996-bea1-1b0189cd3047,2023-12-16,12,6,4.03,1,Mostrador,15,LOCAL,0,30,21.00,0,Saturday,December,04:02
4b4ab0ae-047f-4500-b1cb-9ba4d387c11b,2023-12-16,12,6,22.63,1,Recoger,17,LOCAL,0,30,20.00,0,Saturday,December,22:38
b86cf15e-d893-4c84-8c35-1cfdbdb8be6a,2023-12-17,12,7,18.48,1,Domicilio,14,LA LOMITA,0,50,79.00,1,Sunday,December,18:29
814340a7-cc3f-43a0-933c-540bbe2e77eb,2023-12-18,12,1,19.70,0,Domicilio,11,LA LOMITA,0,50,71.00,1,Monday,December,19:42
1a3db81c-5f90-45ac-8936-80827210bda6,2023-12-20,12,3,4.82,0,Mostrador,13,LOCAL,0,30,22.00,0,Wednesday,December,04:49
d3d2b6ec-1895-4395-8876-c23044bb39fc,2023-12-20,12,3,19.88,0,Recoger,14,LOCAL,0,30,20.00,0,Wednesday,December,19:53
f73fdf98-626e-43c0-b50d-33f09d85fc7d,2023-12-22,12,5,0.55,0,Recoger,15,LOCAL,0,30,25.00,0,Friday,December,00:33
b27f837b-6660-4cb3-adb5-c5e7b7e24a1a,2023-12-23,12,6,2.88,1,Recoger en tienda,19,LOCAL,0,30,20.00,0,Saturday,December,02:53
ab100268-f8a6-4afb-9d96-8d4c5b02b2c7,2023-12-24,12,7,0.72,1,Mostrador,22,LOCAL,0,30,22.00,0,Sunday,December,00:43
94da6035-632c-4c8b-8ee4-8b3576ad24fb,2023-12-25,12,1,1.20,0,Domicilio,15,ROJO GOMEZ,0,50,66.00,1,Monday,December,01:12
75bf396e-8b61-4285-baa0-b5bb31d11257,2023-12-26,12,2,3.53,0,Domicilio,11,AVIACION,0,50,79.00,1,Tuesday,December,03:32
0d9be00d-4b4d-463f-8285-c5de141f0bf8,2023-12-26,12,2,22.55,0,Recoger,12,LOCAL,0,30,20.00,0,Tuesday,December,22:33
64599e9d-4f18-443c-93b1-47c97c2e0c2a,2023-12-27,12,3,22.45,0,Mostrador,14,LOCAL,0,30,20.00,0,Wednesday,December,22:27
1c58174c-c1b5-4b45-bd96-0a4ae3c08b3a,2023-12-29,12,5,0.38,0,Domicilio,12,TRES CRUCES,0,50,58.00,1,Friday,December,00:23
3b2c376f-9d9b-42c4-ae9e-be6fd89ef6fe,2023-12-29,12,5,21.88,0,Recoger en tienda,18,LOCAL,0,30,20.00,0,Friday,December,21:53
9f44589f-4348-4051-a51f-bd1633ada94b,2023-12-30,12,6,21.88,1,Mostrador,24,LOCAL,0,30,22.00,0,Saturday,December,21:53
9e9d3ed8-c06d-4741-baa1-dafa3bbf55f3,2024-01-01,1,1,4.83,0,Mostrador,18,LOCAL,0,30,49.00,1,Monday,January,04:50
b5572cb2-6f88-40c8-abd5-1e07f83f71da,2024-01-02,1,2,2.45,0,Domicilio,5,PARQUE DE POBLAMIENTO,0,50,45.00,0,Tuesday,January,02:27
0ac71c19-c55e-45a3-a2b8-2ad389854de1,2024-01-03,1,3,4.03,0,Domicilio,10,AVIACION,0,50,64.00,1,Wednesday,January,04:02
b1d48c81-373f-4011-9e66-5a2c36af71de,2024-01-04,1,4,3.67,0,Domicilio,13,PARQUE DE POBLAMIENTO,0,50,65.00,1,Thursday,January,03:40
10901f7b-ef83-4243-b9ba-17c787e10ab4,2024-01-05,1,5,1.07,0,Domicilio,10,COLALAMBRE,0,50,71.00,1,Friday,January,01:04
bb326311-1583-44b0-bd28-819a7407439c,2024-01-06,1,6,0.68,1,Recoger,13,LOCAL,0,30,21.00,0,Saturday,January,00:41
aa39f78f-e561-4e75-91b1-ac58aac5de2c,2024-01-06,1,6,18.75,1,Mostrador,14,LOCAL,0,30,52.00,1,Saturday,January,18:45
f49c9c82-9634-433c-833c-3cdc24e23101,2024-01-08,1,1,0.67,0,Domicilio,10,COLALAMBRE,0,50,40.00,0,Monday,January,00:40
fd69ac7e-1f44-49a7-95c2-763383fd5be9,2024-01-08,1,1,18.83,0,Mostrador,8,LOCAL,0,30,43.00,1,Monday,January,18:50
475eb4b5-89a7-4366-8197-7aea959bd9c6,2024-01-10,1,3,3.48,0,Domicilio,7,LA LOMITA,0,50,57.00,1,Wednesday,January,03:29
2141932e-7ff7-4444-b8f1-98f6a26fc329,2024-01-11,1,4,4.58,0,Recoger,10,LOCAL,0,30,57.00,1,Thursday,January,04:35
c8a1f331-e782-4203-b518-5c541c222961,2024-01-12,1,5,4.20,0,Domicilio,7,CHACATITLA,0,50,39.00,0,Friday,January,04:12
076a1a5d-8067-43b8-acd4-356ad4d63dee,2024-01-12,1,5,20.52,0,Recoger en tienda,12,LOCAL,0,30,20.00,0,Friday,January,20:31
6fa239ae-3d19-4cdd-b6ea-6f89abb8497f,2024-01-14,1,7,4.52,1,Mostrador,13,LOCAL,0,30,40.00,1,Sunday,January,04:31
b52a0b09-fdab-45b3-b525-3a21a7c21f95,2024-01-14,1,7,20.18,1,Domicilio,12,AVIACION,0,50,37.00,0,Sunday,January,20:11
0ba9262e-098d-401b-a085-e4c952803927,2024-01-16,1,2,4.45,0,Domicilio,8,PARQUE DE POBLAMIENTO,0,50,59.00,1,Tuesday,January,04:27
b1f91843-7e69-4ee5-9433-26139c2c7ddc,2024-01-17,1,3,4.30,0,Recoger en tienda,8,LOCAL,0,30,41.00,1,Wednesday,January,04:18
729620ab-6713-4100-8864-5f3889f006d5,2024-01-18,1,4,2.32,0,Recoger,10,LOCAL,0,30,20.00,0,Thursday,January,02:19
8e8778f2-36b9-4b3f-ab04-2dfa747e6aa8,2024-01-19,1,5,1.07,0,Mostrador,8,LOCAL,0,30,20.00,0,Friday,January,01:04
a0a8d1d0-f0bb-44b5-b6a5-646786139089,2024-01-20,1,6,2.98,1,Recoger,14,LOCAL,0,30,39.00,1,Saturday,January,02:59
2254cb9d-a78f-43fc-ba9f-3bf43500d3db,2024-01-20,1,6,18.22,1,Recoger,18,LOCAL,0,30,23.00,0,Saturday,January,18:13
717a83bd-6b35-4ece-8144-79e5c4e1e67c,2024-01-22,1,1,0.58,0,Mostrador,10,LOCAL,0,30,20.00,0,Monday,January,00:35
d23851d7-e95b-46a1-849a-e28081720382,2024-01-22,1,1,22.15,0,Mostrador,7,LOCAL,0,30,41.00,1,Monday,January,22:09
00c59477-78b3-4639-b307-a9c0925b461a,2024-01-24,1,3,1.00,0,Recoger,6,LOCAL,0,30,20.00,0,Wednesday,January,01:00
bff3600c-039a-4c50-9fc5-243d85ab255d,2024-01-25,1,4,4.87,0,Recoger en tienda,8,LOCAL,0,30,57.00,1,Thursday,January,04:52
0b529b83-034d-4aae-a1ed-d26fd2b50c8d,2024-01-26,1,5,3.05,0,Recoger en tienda,11,LOCAL,0,30,20.00,0,Friday,January,03:03
5981ba30-167d-4709-b150-23f29a2cdf74,2024-01-26,1,5,18.32,0,Domicilio,15,AVIACION,0,50,69.00,1,Friday,January,18:19
f60285e1-7f8b-46e8-8e9b-7ae5a18fc853,2024-01-28,1,7,0.18,1,Domicilio,18,TRES CRUCES,0,50,75.00,1,Sunday,January,00:11
a38bd08e-a24b-4248-8091-4ffce8ee656a,2024-01-29,1,1,2.77,0,Domicilio,10,AVIACION,0,50,37.00,0,Monday,January,02:46
2f045d68-2a13-41b9-9a19-c11e124b6af1,2024-01-30,1,2,4.05,0,Mostrador,6,LOCAL,0,30,20.00,0,Tuesday,January,04:03
5829fb79-11c9-4453-afe4-bb04cb59c930,2024-01-31,1,3,1.50,0,Recoger,8,LOCAL,0,30,44.00,1,Wednesday,January,01:30
48ce627a-2234-4408-b4c6-bea48eb7b176,2024-02-01,2,4,3.15,0,Recoger,9,LOCAL,0,30,20.00,0,Thursday,February,03:09
4c2730c2-fd06-4dbc-b4c5-924197504dfe,2024-02-02,2,5,3.42,0,Recoger,10,LOCAL,0,30,49.00,1,Friday,February,03:25
f047cb3a-2c66-4821-913f-555295c92bc9,2024-02-03,2,6,1.17,1,Domicilio,13,PARQUE DE POBLAMIENTO,0,50,38.00,0,Saturday,February,01:10
12ea37fa-e401-44a0-8da7-fce32ff8de1a,2024-02-03,2,6,21.18,1,Recoger,12,LOCAL,0,30,37.00,1,Saturday,February,21:11
acc0ad32-ca71-44ad-93e3-8b44d6ac6107,2024-02-05,2,1,1.35,0,Recoger,13,LOCAL,0,30,20.00,0,Monday,February,01:21
b6692a72-1294-47b4-84c2-4cb1bc02b87a,2024-02-06,2,2,2.77,0,Recoger en tienda,4,LOCAL,0,30,20.00,0,Tuesday,February,02:46
4853b6aa-ac20-4a9c-8de7-253be5378636,2024-02-06,2,2,19.63,0,Recoger,9,LOCAL,0,30,23.00,0,Tuesday,February,19:38
b6cf6c55-0e12-4305-b1cb-2b01cbd82ee9,2024-02-08,2,4,4.18,0,Domicilio,13,PARQUE DE POBLAMIENTO,0,50,44.00,0,Thursday,February,04:11
ca6c2f3d-57b9-42e8-8e80-9f3dab7bfcef,2024-02-09,2,5,2.52,0,Recoger,11,LOCAL,0,30,41.00,1,Friday,February,02:31
e2d8256f-f259-47eb-8cef-eee2b6c1bf26,2024-02-10,2,6,0.57,1,Domicilio,13,COLALAMBRE,0,50,39.00,0,Saturday,February,00:34
ed87f027-bbaf-41ea-90e0-571e7a66535b,2024-02-11,2,7,2.30,1,Recoger en tienda,20,LOCAL,0,30,20.00,0,Sunday,February,02:18
92f52fa0-459c-4c11-ad59-554cb5f4e5d6,2024-02-11,2,7,21.52,1,Recoger en tienda,15,LOCAL,0,30,20.00,0,Sunday,February,21:31
ca71d938-059d-4130-996f-6fbd4b8eeffe,2024-02-13,2,2,2.25,0,Domicilio,7,AVIACION,0,50,75.00,1,Tuesday,February,02:15
e3ef8895-f17c-4555-a829-a157d3c8fe6a,2024-02-14,2,3,0.25,0,Domicilio,10,TRES CRUCES,0,50,58.00,1,Wednesday,February,00:15
255f68dc-3d46-4e98-9764-4705a9103efd,2024-02-15,2,4,0.52,0,Domicilio,7,PARQUE DE POBLAMIENTO,0,50,44.00,0,Thursday,February,00:31
a3343c84-8b25-4b75-8813-b900f8f8d4ae,2024-02-16,2,5,4.90,0,Recoger,7,LOCAL,0,30,20.00,0,Friday,February,04:54
7d6c1293-ac35-4743-b94b-db92811cdca7,2024-02-17,2,6,4.68,1,Mostrador,11,LOCAL,0,30,23.00,0,Saturday,February,04:41
6b541692-2520-4f4d-9247-bede3ac8481b,2024-02-18,2,7,3.93,1,Domicilio,20,PARQUE DE POBLAMIENTO,0,50,45.00,0,Sunday,February,03:56
d393b209-7ba5-4290-ad8a-69bd5e3a4ea6,2024-02-19,2,1,1.28,0,Mostrador,18,LOCAL,0,30,23.00,0,Monday,February,01:17
fc119019-f3ca-4055-a3de-f77202c77ece,2024-02-19,2,1,21.43,0,Recoger,7,LOCAL,0,30,20.00,0,Monday,February,21:26
da6a574c-fb2e-41c9-bbf3-2820e41352d6,2024-02-20,2,2,20.37,0,Mostrador,7,LOCAL,0,30,38.00,1,Tuesday,February,20:22
d7d66176-3361-45ea-80c1-2bfbf781963c,2024-02-21,2,3,22.87,0,Domicilio,7,CHACATITLA,0,50,67.00,1,Wednesday,February,22:52
748d743c-ee82-42c5-82c4-a5bfee5c52ec,2024-02-22,2,4,19.23,0,Domicilio,11,ROJO GOMEZ,0,50,35.00,0,Thursday,February,19:14
c5c7a6f5-c9a6-42e9-96f2-002ee667e19f,2024-02-24,2,6,4.20,1,Domicilio,16,ROJO GOMEZ,0,50,42.00,0,Saturday,February,04:12
48282902-5e3c-41a3-a182-b89cbe741b5f,2024-02-25,2,7,0.27,1,Domicilio,16,AVIACION,0,50,64.00,1,Sunday,February,00:16
9420914d-21c1-4ff7-8595-55299095010f,2024-02-25,2,7,19.88,1,Mostrador,18,LOCAL,0,30,54.00,1,Sunday,February,19:53
b785c5a7-a1f3-42d8-9137-aeffe3cb614d,2024-02-27,2,2,1.88,0,Domicilio,5,TRES CRUCES,0,50,71.00,1,Tuesday,February,01:53
3f4aa190-2af9-4230-bdd2-8b36bf453f5e,2024-02-28,2,3,0.03,0,Mostrador,10,LOCAL,0,30,51.00,1,Wednesday,February,00:02
7f16877c-b324-4a96-849e-e4f1938f44a0,2024-02-28,2,3,18.33,0,Domicilio,11,LA LOMITA,0,50,80.00,1,Wednesday,February,18:20
da49d6b7-3f1d-4f63-add5-6c43e18fc0e3,2024-03-01,3,5,1.32,0,Mostrador,12,LOCAL,0,30,23.00,0,Friday,March,01:19
5c6291dc-754d-46dc-a5f5-bf3f04c13c47,2024-03-02,3,6,3.95,1,Mostrador,15,LOCAL,0,30,23.00,0,Saturday,March,03:57
372e0c95-745b-4859-80d2-140db1e62017,2024-03-03,3,7,0.17,1,Recoger,15,LOCAL,0,30,22.00,0,Sunday,March,00:10
763b5e8c-6b47-4398-a88a-0c01170a1dc0,2024-03-04,3,1,0.12,0,Recoger,14,LOCAL,0,30,20.00,0,Monday,March,00:07
8adb5bc1-0fe3-4b7e-9767-1870cf837f41,2024-03-05,3,2,3.53,0,Recoger,5,LOCAL,0,30,36.00,1,Tuesday,March,03:32
d1650832-34ac-40fd-bd03-aceb3b9f5ce5,2024-03-05,3,2,20.82,0,Domicilio,11,PARQUE DE POBLAMIENTO,0,50,71.00,1,Tuesday,March,20:49
f60196a9-4a45-4593-a256-c72c152ae7f9,2024-03-07,3,4,2.53,0,Domicilio,13,COLALAMBRE,0,50,65.00,1,Thursday,March,02:32
b2852621-daaa-4ade-851c-30dd6e4d0591,2024-03-08,3,5,3.10,0,Domicilio,9,COLALAMBRE,0,50,58.00,1,Friday,March,03:06
9bed72b9-5dbb-406d-894e-725163b99556,2024-03-09,3,6,2.65,1,Domicilio,14,CHACATITLA,0,50,43.00,0,Saturday,March,02:39
96313408-8ce6-4ba5-86cb-67e634b90f53,2024-03-10,3,7,0.48,1,Recoger en tienda,20,LOCAL,0,30,20.00,0,Sunday,March,00:29
5caa86f2-3aea-492a-b928-9a92da518884,2024-03-11,3,1,0.57,0,Domicilio,11,AVIACION,0,50,43.00,0,Monday,March,00:34
bc349e6e-d445-4c04-bf44-449ff122c57a,2024-03-11,3,1,19.48,0,Recoger en tienda,9,LOCAL,0,30,20.00,0,Monday,March,19:29
f81a0f19-0e74-45a6-8487-490b9abcecb8,2024-03-13,3,3,1.10,0,Domicilio,8,CHACATITLA,0,50,36.00,0,Wednesday,March,01:06
88d8edfa-4ffe-4edc-b844-96f4e884e5fe,2024-03-13,3,3,21.57,0,Domicilio,12,COLALAMBRE,0,50,36.00,0,Wednesday,March,21:34
ae98dbfc-a46e-4ad0-9199-c290c1de2b03,2024-03-15,3,5,3.35,0,Domicilio,11,COLALAMBRE,0,50,43.00,0,Friday,March,03:21
2a3df22c-24b7-4502-9558-620668f22b3c,2024-03-16,3,6,2.40,1,Mostrador,11,LOCAL,0,30,42.00,1,Saturday,March,02:24
9661fd85-c2cb-4413-8617-46ef5c7ba272,2024-03-17,3,7,3.58,1,Recoger en tienda,17,LOCAL,0,30,20.00,0,Sunday,March,03:35
6e8c4b24-b5f4-45c9-ac35-0a41d08a03aa,2024-03-18,3,1,3.52,0,Domicilio,19,CENTRO,0,50,64.00,1,Monday,March,03:31
ebe5f637-013e-4601-b507-23cc38bc4423,2024-03-19,3,2,1.83,0,Recoger en tienda,9,LOCAL,0,30,20.00,0,Tuesday,March,01:50
7b7bbe7b-d722-408d-8927-76aeef21eae6,2024-03-20,3,3,0.65,0,Domicilio,7,ROJO GOMEZ,0,50,38.00,0,Wednesday,March,00:39
a4660aff-752b-43e2-8b2b-e75197dd77ef,2024-03-21,3,4,1.58,0,Domicilio,12,TRES CRUCES,0,50,44.00,0,Thursday,March,01:35
bc5f9412-71be-4223-b55f-b52fb82f8500,2024-03-21,3,4,19.32,0,Mostrador,12,LOCAL,0,30,23.00,0,Thursday,March,19:19
a780f081-55cf-406a-befa-a29bd8f207db,2024-03-23,3,6,3.27,1,Mostrador,10,LOCAL,0,30,39.00,1,Saturday,March,03:16
00bc30db-5c7f-4ea0-aadf-bb822cd0efda,2024-03-23,3,6,22.17,1,Recoger,16,LOCAL,0,30,36.00,1,Saturday,March,22:10
a4ed9f56-6a4c-4ec5-aead-e4e6f20a3b64,2024-03-25,3,1,4.72,0,Domicilio,12,CENTRO,0,50,75.00,1,Monday,March,04:43
33bac2c4-78a7-429c-8876-fedc784027d4,2024-03-26,3,2,3.70,0,Domicilio,9,TRES CRUCES,0,50,43.00,0,Tuesday,March,03:42
a36087ad-9e95-4a6f-b9c3-2770b14a7620,2024-03-27,3,3,3.30,0,Recoger,7,LOCAL,0,30,35.00,1,Wednesday,March,03:18
d4a54733-8c40-4ec9-aef1-c4da401b5110,2024-03-28,3,4,4.18,0,Mostrador,9,LOCAL,0,30,25.00,0,Thursday,March,04:11
63887a07-b2da-4a56-ac7a-e4b9d1434a1b,2024-03-29,3,5,4.13,0,Domicilio,11,PARQUE DE POBLAMIENTO,0,50,58.00,1,Friday,March,04:08
e947c966-30d7-40c0-b2da-21ad8a227206,2024-03-29,3,5,18.82,0,Recoger,10,LOCAL,0,30,38.00,1,Friday,March,18:49
8ce9cb3d-33fc-4771-b388-db7f36083544,2024-03-31,3,7,2.13,1,Recoger,21,LOCAL,0,30,47.00,1,Sunday,March,02:08
9920f1e9-4026-40dc-8ef9-f7e7033ca925,2024-04-01,4,1,3.18,0,Domicilio,15,TRES CRUCES,0,50,69.00,1,Monday,April,03:11
171860fe-1d38-4928-aa87-9e9c412c2aba,2024-04-02,4,2,1.47,0,Domicilio,6,AVIACION,0,50,62.00,1,Tuesday,April,01:28
78a73e10-f3df-47ee-a458-01a485bba7c3,2024-04-03,4,3,3.87,0,Domicilio,11,CHACATITLA,0,50,58.00,1,Wednesday,April,03:52
b3b48430-f415-4a1f-8f0b-cf6905f90c52,2024-04-03,4,3,21.62,0,Mostrador,11,LOCAL,0,30,20.00,0,Wednesday,April,21:37
fe99cd4a-11f4-4bae-ad15-7b8387c515f6,2024-04-05,4,5,0.87,0,Recoger en tienda,7,LOCAL,0,30,60.00,1,Friday,April,00:52
369895ff-540a-4a8d-b558-469481a6ab44,2024-04-06,4,6,1.22,1,Domicilio,13,CHACATITLA,0,50,42.00,0,Saturday,April,01:13
84712787-4238-49d1-9e13-9902ccba5dd8,2024-04-07,4,7,3.50,1,Mostrador,18,LOCAL,0,30,23.00,0,Sunday,April,03:30
606b8baa-48fe-407d-ba2c-452488f7714f,2024-04-07,4,7,20.77,1,Domicilio,12,LA LOMITA,0,50,39.00,0,Sunday,April,20:46
128f459a-1116-4179-acc3-b101548dd83c,2024-04-08,4,1,19.53,0,Recoger en tienda,7,LOCAL,0,30,35.00,1,Monday,April,19:32
8a32eb4b-e454-4d5f-9c54-009d48b12624,2024-04-10,4,3,3.12,0,Mostrador,9,LOCAL,0,30,55.00,1,Wednesday,April,03:07
c5753f4f-8983-4e8d-a384-f6285ebf1395,2024-04-11,4,4,4.55,0,Recoger en tienda,14,LOCAL,0,30,41.00,1,Thursday,April,04:33
6bb27cbc-7077-40b0-8cc1-6cf5c97e5708,2024-04-12,4,5,1.50,0,Domicilio,11,AVIACION,0,50,36.00,0,Friday,April,01:30
767d4d81-6d70-4456-8cae-ad50b8becbde,2024-04-12,4,5,19.55,0,Domicilio,14,CHACATITLA,0,50,66.00,1,Friday,April,19:33
