pedido_id,fecha_pedido,mes_num,dia_semana_num,hora_decimal,es_fin_semana,tipo_pedido,cantidad_items,zona_entrega,carga_trabajo,tiempo_prometido_min,tiempo_total_min,entrega_tarde
0252a480-b1cd-46d2-a1fd-af6a70a2e43c,2023-11-21,11,2,23.67,0,Domicilio,4,AVIACIÓN CIVIL,0,50,37.0,0
c3a69d65-e35a-4cd3-a70d-28809e33a2cf,2023-11-22,11,3,16.33,0,Domicilio,4,CHACATITLA,0,50,45.0,0
0129e9a8-5e22-43ca-b553-8d1ecdc7bdd4,2023-11-22,11,3,19.08,0,Recoger en tienda,2,LOCAL,0,30,34.0,1
4a3822e3-d4b8-4d93-ad1d-ad6d5400e7a9,2023-11-22,11,3,23.5,0,Recoger,2,LOCAL,0,30,18.0,0
6a6adb1b-daee-44b9-821f-e8ca839464fa,2023-11-24,11,5,14.67,0,Domicilio,2,LOS CANTORES,0,50,40.0,0
408d3880-f99a-47e1-bc7d-bdebff9179dc,2023-11-24,11,5,20.42,0,Recoger,3,LOCAL,0,30,28.0,0
83c3b67e-96c6-4c8d-b95d-9c34630d1e2d,2023-11-25,11,6,18.25,1,Mostrador,10,LOCAL,0,30,67.0,1
59b52212-6cda-4a7c-a871-c83e6530b4ab,2023-11-25,11,6,18.83,1,Domicilio,1,ROJO GOMEZ,0,50,43.0,0
9e80b18c-62b5-4aa1-b9a0-dcd6eb6d3193,2023-11-25,11,6,19.75,1,Domicilio,1,SANTA IRENE,0,50,54.0,1
9963aacd-b6c2-4788-bb6a-f223abd68fb1,2023-11-25,11,6,20.33,1,Recoger,2,LOCAL,0,30,37.0,1
7279f447-98fb-4fed-9611-973b47ebf1d1,2023-11-25,11,6,21.5,1,Recoger,3,LOCAL,0,30,40.0,1
22098b9b-4c0f-4bd7-ab31-77565150cfbb,2023-11-25,11,6,22.33,1,Recoger en tienda,2,LOCAL,0,30,28.0,0
9a585fd4-d503-4ebb-b9f0-85689b1276ef,2023-11-25,11,6,22.58,1,Mostrador,1,LOCAL,1,30,31.0,1
f241a111-8b12-468e-a971-0b254510d67a,2023-11-26,11,7,17.08,1,Domicilio,2,LA LOMITA,0,50,34.0,0
3996a5f8-abe7-4cd2-b810-d37f13162b31,2023-11-26,11,7,19.92,1,Mostrador,4,LOCAL,0,30,43.0,1
82f02614-dc3f-4c15-84c9-3b24ed771c2f,2023-11-26,11,7,20.75,1,Recoger,9,LOCAL,0,30,56.0,1
10d0cd6e-5d1a-4807-9845-a39a38717d41,2023-11-26,11,7,21.42,1,Recoger,3,LOCAL,0,30,34.0,1
13986a14-6ec6-4dc6-af81-64e937256f5e,2023-11-26,11,7,23.0,1,Domicilio,1,COLALAMBRE,0,50,33.0,0
19c90395-eb7e-4bea-ad8a-8f40dd5aa773,2023-11-27,11,1,18.08,0,Domicilio,2,CHACATITLA,0,50,51.0,1
8ad47b5c-d205-4937-a9d2-9ec00378ac75,2023-11-28,11,2,18.67,0,Recoger,2,LOCAL,0,30,29.0,0
6136eb2b-e397-4715-af3d-c896f620981b,2023-11-28,11,2,19.42,0,Recoger en tienda,2,LOCAL,0,30,29.0,0
8d1dd164-8828-4df3-88cc-7892a3766662,2023-11-29,11,3,19.58,0,Recoger en tienda,4,LOCAL,0,30,35.0,1
9530ca12-9bc6-4d85-be9a-ecb0146aead3,2023-11-29,11,3,23.17,0,Recoger en tienda,4,LOCAL,0,30,23.0,0
6ca8410f-d5a8-4b32-8d6d-87c0235e781d,2023-11-30,11,4,14.25,0,Domicilio,1,PARQUE DE POBLAMIENTO,0,50,39.0,0
7b3eb13c-b572-4fb7-ba01-c48405d17014,2023-11-30,11,4,18.92,0,Domicilio,3,LA LOMITA,0,50,44.0,0
0098d0e8-90d3-4c9b-bc92-be68a513cbec,2023-12-01,12,5,19.58,0,Mostrador,4,LOCAL,0,30,37.0,1
a72ad452-9d61-4796-8c59-cf8327425628,2023-12-01,12,5,19.75,0,Recoger,5,LOCAL,1,30,51.0,1
03ce8376-4845-48c5-a78a-a464c4f17689,2023-12-01,12,5,22.92,0,Recoger en tienda,2,LOCAL,0,30,23.0,0
c14a83e8-a073-4edd-938a-e6a6f90f8c5e,2023-12-02,12,6,18.42,1,Domicilio,3,ROJO GOMEZ,0,50,51.0,1
5d60c883-bb7d-43bf-9855-90000d931d4b,2023-12-03,12,7,16.33,1,Domicilio,3,LA LOMITA,0,50,39.0,0
12cb1f74-23dc-43e2-a798-45c0f045a265,2023-12-03,12,7,19.58,1,Domicilio,4,AVIACION,0,50,55.0,1
5a7e4d8b-3b5f-4318-b97a-554574d4bed6,2023-12-03,12,7,19.83,1,Recoger,3,LOCAL,1,30,40.0,1
90d31e66-c629-4739-99c1-c63217e7254f,2023-12-03,12,7,21.0,1,Mostrador,4,LOCAL,0,30,44.0,1
8ef1e676-8b5a-48e7-91a8-259d15ebc2fa,2023-12-06,12,3,21.33,0,Recoger,5,LOCAL,0,30,41.0,1
15f5eb2e-93b7-422f-a4ee-196915351417,2023-12-06,12,3,23.17,0,Recoger,2,LOCAL,0,30,26.0,0
24152dbb-879a-4ebb-a594-1a0950e9d4dd,2023-12-07,12,4,13.67,0,Domicilio,2,CHACATITLA,0,50,40.0,0
5fe0ddcb-b4ff-4f1e-9a11-f872513b608b,2023-12-08,12,5,13.58,0,Mostrador,2,LOCAL,0,30,23.0,0
6b0475ed-86bb-4a3c-b053-46050ded7c93,2023-12-08,12,5,17.58,0,Recoger,6,LOCAL,0,30,40.0,1
2e0fd3d7-8414-49f4-b588-5f0eec22dbcd,2023-12-08,12,5,18.42,0,Mostrador,1,LOCAL,0,30,24.0,0
c3073494-88c7-4860-af01-97969903478e,2023-12-09,12,6,15.33,1,Domicilio,6,LA LOMITA,0,50,55.0,1
4c789fe5-1f97-479d-b601-d96026cd5643,2023-12-09,12,6,17.17,1,Recoger,5,LOCAL,0,30,45.0,1
bfcfe78a-f2ea-49e3-9374-965850138e2b,2023-12-09,12,6,20.25,1,Domicilio,5,AVIACION,0,50,57.0,1
56e5efd0-edfc-4ce5-8f3b-7a9da2b5f1d6,2023-12-09,12,6,23.08,1,Domicilio,5,SANTA IRENE,0,50,48.0,0
1866c441-93a2-438a-85fa-1683ba824e37,2023-12-09,12,6,23.42,1,Recoger en tienda,2,LOCAL,1,30,29.0,0
728bdf14-a040-4fef-8c49-2609ad8641ac,2023-12-10,12,7,19.0,1,Domicilio,5,SANTA IRENE,0,50,61.0,1
981a2a4c-d9fd-40a9-b69d-2178c697146c,2023-12-10,12,7,19.5,1,Mostrador,6,LOCAL,1,30,50.0,1
8a99414a-1adf-4f0a-b929-e7d9ad7887d1,2023-12-10,12,7,20.0,1,Domicilio,4,TODOS POR HIDALGO,1,50,51.0,1
f5914e10-df1e-460e-b95e-a79252d5ab33,2023-12-11,12,1,19.25,0,Recoger en tienda,1,LOCAL,0,30,22.0,0
c209b3dd-6dc5-41aa-888f-3bf88aac9de9,2023-12-12,12,2,18.17,0,Mostrador,7,LOCAL,0,30,49.0,1
f6321fdf-918d-46d4-a442-a35c61fd746d,2023-12-12,12,2,19.25,0,Mostrador,5,LOCAL,0,30,40.0,1
0d1f2610-9bfe-44bd-9870-156e5d4514e3,2023-12-12,12,2,20.33,0,Recoger en tienda,2,LOCAL,0,30,26.0,0
21790c9b-2406-4ad3-8e61-d9e87c8c02f8,2023-12-12,12,2,21.0,0,Domicilio,2,AVIACIÓN CIVIL,0,50,39.0,0
eb7274bf-99e5-4bb7-89cf-8a4888a98415,2023-12-12,12,2,22.67,0,Mostrador,2,LOCAL,0,30,27.0,0
d07c1276-41be-44a7-8e30-15deed347662,2023-12-13,12,3,16.67,0,Domicilio,4,TODOS POR HIDALGO,0,50,46.0,0
146e7137-1a7f-43e6-8d54-0c406fd42160,2023-12-13,12,3,19.58,0,Domicilio,2,COLALAMBRE,0,50,45.0,0
6ec02376-4548-40f9-b68b-2cc1ac5aba45,2023-12-13,12,3,21.67,0,Recoger en tienda,5,LOCAL,0,30,42.0,1
faa1de18-08ad-432e-9635-083ef76258c2,2023-12-14,12,4,20.75,0,Domicilio,4,AVIACIÓN CIVIL,0,50,52.0,1
baff404e-73de-4a18-8006-62e44702a120,2023-12-15,12,5,13.58,0,Recoger en tienda,3,LOCAL,0,30,25.0,0
17676cee-31dc-41cc-9948-b5b9e22b103a,2023-12-15,12,5,17.67,0,Domicilio,3,LOS CANTORES,0,50,37.0,0
140da709-44c4-4e4f-8169-e8ec0608f567,2023-12-15,12,5,18.08,0,Mostrador,1,LOCAL,1,30,35.0,1
7669bb40-bd7f-478b-8a93-5871b6d504ce,2023-12-15,12,5,19.08,0,Domicilio,3,LOS CANTORES,0,50,42.0,0
36943d63-1fa5-4f82-b103-de2966c31d3f,2023-12-15,12,5,20.33,0,Domicilio,3,LA LOMITA,0,50,52.0,1
e47233ea-66b5-4052-9965-2582847c115c,2023-12-15,12,5,23.83,0,Domicilio,5,LA LOMITA,0,50,51.0,1
d1503f02-9806-4610-98da-ab732ac39f87,2023-12-15,12,5,23.83,0,Recoger en tienda,4,LOCAL,1,30,26.0,0
4b99c04e-61c0-4e3d-b013-4365f527bcf1,2023-12-16,12,6,18.67,1,Domicilio,5,AVIACION,0,50,62.0,1
a0a36252-f8ea-47b2-94ee-8592a2cc0dbe,2023-12-17,12,7,16.0,1,Recoger,4,LOCAL,0,30,29.0,0
d6ca0df8-db73-4bfe-8a69-ec6cb498a543,2023-12-17,12,7,20.08,1,Recoger,6,LOCAL,0,30,55.0,1
8ee724c6-acac-4362-9ed0-6e7a5b32112b,2023-12-17,12,7,22.5,1,Recoger en tienda,4,LOCAL,0,30,31.0,1
5292d78e-a758-4d1f-9943-7e78370de071,2023-12-18,12,1,18.58,0,Recoger,1,LOCAL,0,30,25.0,0
90044e87-dae5-4035-a734-b15dfc9683f9,2023-12-18,12,1,20.42,0,Mostrador,1,LOCAL,0,30,21.0,0
fee7bbbe-d136-4b56-b027-bc3f3b641688,2023-12-18,12,1,21.0,0,Recoger en tienda,3,LOCAL,0,30,31.0,1
5fc8ee8d-3487-4fd4-b764-ccc3bda0b053,2023-12-18,12,1,21.08,0,Domicilio,3,CHACATITLA,1,50,47.0,0
c0c9332f-6b1e-40f8-b9d7-3aa4f2b54b08,2023-12-18,12,1,22.42,0,Recoger en tienda,3,LOCAL,0,30,31.0,1
487c07f4-f4d3-4ac6-8731-c4f65f0c8eba,2023-12-18,12,1,23.5,0,Recoger,2,LOCAL,0,30,25.0,0
f57820ec-eb9e-4cc7-a2fa-cad314cea66b,2023-12-19,12,2,17.33,0,Domicilio,1,AVIACIÓN CIVIL,0,50,30.0,0
8e00205b-3d23-44df-85dd-06a4eded8485,2023-12-19,12,2,18.0,0,Recoger,5,LOCAL,0,30,47.0,1
c6e12a72-e3bf-45d6-adfe-0902c904d3a6,2023-12-19,12,2,18.58,0,Domicilio,2,CHACATITLA,0,50,43.0,0
1ec80b70-8d21-4402-a10c-69691d85338f,2023-12-19,12,2,20.42,0,Domicilio,4,ROJO GOMEZ,0,50,54.0,1
5d4be950-532d-4c32-a929-1ff59742c330,2023-12-19,12,2,21.75,0,Domicilio,3,TODOS POR HIDALGO,0,50,45.0,0
2d2982f0-cde2-4d3c-8be5-165fb400e3ff,2023-12-20,12,3,15.08,0,Domicilio,2,SANTA IRENE,0,50,37.0,0
45610072-9032-4300-896f-bae2725170ae,2023-12-21,12,4,17.42,0,Recoger en tienda,1,LOCAL,0,30,18.0,0
2804363d-3706-44bb-ae37-0cd2c2d724dc,2023-12-21,12,4,18.75,0,Domicilio,4,LOS CANTORES,0,50,56.0,1
dcfae0f0-4881-431b-9c36-78a70c49a2ba,2023-12-21,12,4,22.92,0,Recoger en tienda,4,LOCAL,0,30,24.0,0
ad89af2d-ad3c-4f37-8455-e05f62edf386,2023-12-22,12,5,15.42,0,Recoger,3,LOCAL,0,30,30.0,0
69240ef1-02df-4f86-a40f-3dd805681833,2023-12-22,12,5,16.58,0,Recoger,2,LOCAL,0,30,15.0,0
064f2862-75b7-4ffa-9f4a-42b4b66253ec,2023-12-22,12,5,17.75,0,Mostrador,2,LOCAL,0,30,26.0,0
6d38e112-6acc-4e1f-a386-72c58e2c6b26,2023-12-22,12,5,19.67,0,Domicilio,1,SANTA IRENE,0,50,43.0,0
147c7e60-c9ee-4be5-aa04-8a807669e9b8,2023-12-23,12,6,19.08,1,Recoger en tienda,1,LOCAL,0,30,38.0,1
f31020a2-4790-411c-b66e-6ce3890781d6,2023-12-23,12,6,20.5,1,Recoger,4,LOCAL,0,30,38.0,1
197c1ec5-0397-41f9-9a60-b8ae6636a1f4,2023-12-24,12,7,13.25,1,Domicilio,3,ROJO GOMEZ,0,50,53.0,1
40b829de-c75d-489d-bf25-59c683cd1e0d,2023-12-24,12,7,14.25,1,Domicilio,2,AVIACIÓN CIVIL,0,50,49.0,0
d6d6c7f0-05a2-482b-9178-72926f57e3f9,2023-12-24,12,7,18.5,1,Domicilio,4,AVIACIÓN CIVIL,0,50,56.0,1
63ad99e2-6b77-424c-acf6-cc13d652ef89,2023-12-24,12,7,18.58,1,Recoger,5,LOCAL,1,30,49.0,1
13bec30f-e01e-4707-98a3-b78c4fd3639b,2023-12-24,12,7,18.92,1,Recoger en tienda,1,LOCAL,2,30,29.0,0
3a73364c-bcb6-4d86-b40b-dc0034327cee,2023-12-24,12,7,19.0,1,Recoger en tienda,6,LOCAL,3,30,57.0,1
04fbd28f-e11f-4cb2-af99-334fa2595b74,2023-12-24,12,7,21.58,1,Mostrador,5,LOCAL,0,30,43.0,1
b2e160a1-b53e-4850-9e47-0ac16e5ae221,2023-12-25,12,1,17.25,0,Recoger en tienda,3,LOCAL,0,30,25.0,0
838298e9-ece8-4dd4-a50e-d8e608070a71,2023-12-25,12,1,18.33,0,Domicilio,2,AVIACIÓN CIVIL,0,50,43.0,0
142636c6-a38b-43e5-9f56-369eb661d5ca,2023-12-25,12,1,20.92,0,Domicilio,2,ROJO GOMEZ,0,50,49.0,0
809ee8b7-3e7f-4ce9-bfd9-03a1baef37ab,2023-12-26,12,2,14.92,0,Recoger en tienda,1,LOCAL,0,30,18.0,0
14992465-e959-43ec-8976-5a36d75b0127,2023-12-26,12,2,18.08,0,Mostrador,2,LOCAL,0,30,27.0,0
e3419240-2abd-425c-873f-d6377604e7c7,2023-12-26,12,2,19.42,0,Mostrador,6,LOCAL,0,30,42.0,1
574599c1-8493-4157-a524-29ad0bf3943a,2023-12-26,12,2,20.42,0,Domicilio,3,ROJO GOMEZ,0,50,57.0,1
f276f428-d6c2-44f9-9ce9-b0ac2499f376,2023-12-27,12,3,20.42,0,Domicilio,2,TRES CRUCES,0,50,53.0,1
c7fe5f87-ebd3-4d4e-897a-1989fe695a09,2023-12-27,12,3,21.5,0,Domicilio,4,TRES CRUCES,0,50,49.0,0
5bf1b4d7-fc03-464d-9a49-d280ed3835ce,2023-12-27,12,3,21.83,0,Domicilio,2,CHACATITLA,1,50,56.0,1
c46daa12-981b-4215-92c0-100728607e8c,2023-12-29,12,5,18.33,0,Recoger en tienda,2,LOCAL,0,30,23.0,0
4359416a-a551-4ca9-8d7b-817eef3c92eb,2023-12-29,12,5,18.5,0,Domicilio,4,TRES CRUCES,1,50,56.0,1
8f2284d9-cca0-4447-9a8e-f18e7d5d21b8,2023-12-29,12,5,21.0,0,Recoger,4,LOCAL,0,30,33.0,1
41f72c87-b61f-4fbb-b0f5-f6bdccadd72d,2023-12-29,12,5,22.67,0,Recoger,2,LOCAL,0,30,16.0,0
0d840448-dbd9-4c0c-8f16-9e294cb85d49,2023-12-29,12,5,23.67,0,Mostrador,2,LOCAL,0,30,24.0,0
6d585e30-b055-4b69-81ad-84d57343cf15,2023-12-30,12,6,16.5,1,Recoger en tienda,2,LOCAL,0,30,30.0,0
963fce35-9304-4e13-84f9-411fbe966fd0,2023-12-30,12,6,18.83,1,Recoger en tienda,4,LOCAL,0,30,37.0,1
86756a90-5000-49ea-aec7-9254339cb0df,2023-12-30,12,6,19.08,1,Domicilio,3,TRES CRUCES,1,50,58.0,1
435070f2-5221-4642-bc42-9b6c703d87d2,2023-12-30,12,6,23.58,1,Recoger,2,LOCAL,0,30,26.0,0
2f93d264-3f3d-41bd-9e6a-a9e21bd95d68,2023-12-31,12,7,16.25,1,Recoger en tienda,5,LOCAL,0,30,41.0,1
9ca1f9eb-be6c-4180-9ac6-69a6e824a0d2,2023-12-31,12,7,17.83,1,Mostrador,5,LOCAL,0,30,40.0,1
efa617c9-4845-4c99-8e14-5281d0f90019,2023-12-31,12,7,18.58,1,Domicilio,4,PARQUE DE POBLAMIENTO,0,50,60.0,1
77c33936-8b50-40cf-8d82-2b47d54f743b,2023-12-31,12,7,21.92,1,Domicilio,7,CENTRO,0,50,69.0,1
14a04f5e-7f38-4ee5-b5b1-278ced1e6374,2024-01-01,1,1,19.58,0,Mostrador,1,LOCAL,0,30,20.0,0
685d1649-34d5-4f50-9c08-00c967a9be84,2024-01-02,1,2,15.75,0,Recoger,3,LOCAL,0,30,29.0,0
95eed4c9-360c-4256-a772-cc39fe0e6241,2024-01-02,1,2,20.67,0,Recoger,2,LOCAL,0,30,26.0,0
